"","descr","svcdate","cost","taxnbv","deprmeth","life","propno","group","yearsinsvc","remyears","expreason","type"
"13611","refrigerator/icemaker                        ","4/1/2013",1711.13,684.45,"200DB",5,"385","Furniture & Fixtures",0.75,4.25,"None","refrigerator"
"13612","refrigerator/icemaker                        ","10/1/2013",1806.83,722.73,"200DB",5,"385","Furniture & Fixtures",0.25,4.75,"None","refrigerator"
"13613","refrigerator/icemaker                        ","11/1/2013",1833.1,733.24,"200DB",5,"385","Furniture & Fixtures",0.16,4.84,"None","refrigerator"
"13614","membrane roofing                             ","9/1/2012",15848,15103.63,"S/L",27.5,"385","Capital Improvements",1.33,26.17,"None","roof"
"13615","residential equipment                        ","2/1/2013",1577.78,631.11,"200DB",5,"385","Equipment",0.91,4.09,"None","None"
"13616","property taxes                               ","7/1/2012",4671.01,4423.31,"S/L",27.5,"385","Capital Improvements",1.5,26,"None","None"
"13617","supervision                                  ","11/1/2012",4650.14,4459.9,"S/L",27.5,"385","Capital Improvements",1.16,26.34,"None","supervision"
"13618","supervision                                  ","10/1/2012",89.04,85.13,"S/L",27.5,"385","Capital Improvements",1.25,26.25,"repair below $200","supervision"
"13619","supervision                                  ","9/1/2012",1289.61,1229.04,"S/L",27.5,"385","Capital Improvements",1.33,26.17,"None","supervision"
"13620","supervision                                  ","8/1/2012",1500.84,1425.79,"S/L",27.5,"385","Capital Improvements",1.42,26.08,"None","supervision"
"13621","supervision                                  ","7/1/2012",370.65,350.99,"S/L",27.5,"385","Capital Improvements",1.5,26,"None","supervision"
"13622","supervision                                  ","6/1/2012",120.75,113.98,"S/L",27.5,"385","Capital Improvements",1.58,25.92,"repair below $200","supervision"
"13623","supervision                                  ","5/1/2012",81.21,76.41,"S/L",27.5,"385","Capital Improvements",1.67,25.83,"repair below $200","supervision"
"13624","supervision                                  ","1/1/2012",493.77,458.6,"S/L",27.5,"385","Capital Improvements",2,25.5,"None","supervision"
"13625","supervision                                  ","6/1/2013",1991.17,1951.95,"S/L",27.5,"385","Capital Improvements",0.58,26.92,"None","supervision"
"13626","supervision                                  ","5/1/2013",2144.71,2095.97,"S/L",27.5,"385","Capital Improvements",0.67,26.83,"None","supervision"
"13627","supervision                                  ","3/1/2013",2831.9,2750.38,"S/L",27.5,"385","Capital Improvements",0.84,26.66,"None","supervision"
"13628","supervision                                  ","8/1/2013",3918.93,3865.49,"S/L",27.5,"385","Capital Improvements",0.42,27.08,"None","supervision"
"13629","supervision                                  ","10/1/2013",7197.67,7143.14,"S/L",27.5,"385","Capital Improvements",0.25,27.25,"None","supervision"
"13630","supervision                                  ","12/1/2013",14923.17,14900.56,"S/L",27.5,"385","Capital Improvements",0.08,27.42,"None","supervision"
"13631","water heaters                                ","6/1/2013",1247.03,498.81,"200DB",5,"385","Capital Improvements",0.58,4.42,"None","water heater"
"13632","water heaters                                ","10/1/2013",1603.12,641.25,"200DB",5,"385","Capital Improvements",0.25,4.75,"None","water heater"
"13633","water heaters                                ","9/1/2013",1685.9,674.36,"200DB",5,"385","Capital Improvements",0.33,4.67,"None","water heater"
"13634","water heaters                                ","12/1/2013",2069.23,827.69,"200DB",5,"385","Capital Improvements",0.08,4.92,"None","water heater"
"13635","water heaters                                ","8/1/2013",2330.78,932.31,"200DB",5,"385","Capital Improvements",0.42,4.58,"None","water heater"
"13636","windows                                      ","10/1/2013",92476.8,91776.22,"S/L",27.5,"385","Capital Improvements",0.25,27.25,"None","windows"
"13637","windows                                      ","12/1/2013",166279.5,166027.56,"S/L",27.5,"385","Capital Improvements",0.08,27.42,"None","windows"
"13638","wood stair assemblies                        ","10/1/2013",2150,2133.71,"S/L",27.5,"385","Capital Improvements",0.25,27.25,"None","stairs"
"13639","water heaters                                ","12/1/2012",391.13,376.32,"S/L",27.5,"385","Capital Improvements",1.08,26.42,"None","water heater"
"13640","water heaters                                ","11/1/2012",99.96,95.88,"S/L",27.5,"385","Capital Improvements",1.16,26.34,"repair below $200","water heater"
"13641","water heaters                                ","10/1/2012",1955.65,1869.72,"S/L",27.5,"385","Capital Improvements",1.25,26.25,"None","water heater"
"13642","water heaters                                ","9/1/2012",691.2,658.74,"S/L",27.5,"385","Capital Improvements",1.33,26.17,"None","water heater"
"13643","water heaters                                ","7/1/2012",401.81,380.5,"S/L",27.5,"385","Capital Improvements",1.5,26,"None","water heater"
"13644","water heaters                                ","6/1/2012",401.81,379.29,"S/L",27.5,"385","Capital Improvements",1.58,25.92,"None","water heater"
"13645","water heaters                                ","5/1/2012",778.11,732.14,"S/L",27.5,"385","Capital Improvements",1.67,25.83,"None","water heater"
"13646","water heaters                                ","4/1/2012",1241.56,1164.43,"S/L",27.5,"385","Capital Improvements",1.75,25.75,"None","water heater"
"13647","water heaters                                ","3/1/2012",1607.24,1502.52,"S/L",27.5,"385","Capital Improvements",1.84,25.66,"None","water heater"
"13648","water heaters                                ","2/1/2012",803.62,748.83,"S/L",27.5,"385","Capital Improvements",1.92,25.58,"None","water heater"
"13649","water heaters                                ","1/1/2012",381.78,354.6,"S/L",27.5,"385","Capital Improvements",2,25.5,"None","water heater"
"13650","office equipment                             ","6/1/2012",2645,809.69,"200DB",7,"385","Equipment",1.58,5.42,"None","office"
"13651","amenity replacements                         ","6/1/2012",1812.23,554.76,"200DB",7,"385","Furniture & Fixtures",1.58,5.42,"None","None"
"13652","amenity replacements                         ","3/1/2012",257.53,78.84,"200DB",7,"385","Furniture & Fixtures",1.84,5.16,"None","None"
"13653","amenity replacements                         ","2/1/2012",2170.18,664.34,"200DB",7,"385","Furniture & Fixtures",1.92,5.08,"None","None"
"13654","amenity replacements                         ","1/1/2012",911.25,278.95,"200DB",7,"385","Furniture & Fixtures",2,5,"None","None"
"13655","dishwashers                                  ","11/1/2012",659.42,158.26,"200DB",5,"385","Furniture & Fixtures",1.16,3.84,"None","dishwasher"
"13656","dishwashers                                  ","10/1/2012",271.75,65.22,"200DB",5,"385","Furniture & Fixtures",1.25,3.75,"None","dishwasher"
"13657","dishwashers                                  ","8/1/2012",580.69,139.36,"200DB",5,"385","Furniture & Fixtures",1.42,3.58,"None","dishwasher"
"13658","dishwashers                                  ","7/1/2012",1510.25,362.46,"200DB",5,"385","Furniture & Fixtures",1.5,3.5,"None","dishwasher"
"13659","dishwashers                                  ","6/1/2012",259.2,62.21,"200DB",5,"385","Furniture & Fixtures",1.58,3.42,"None","dishwasher"
"13660","dishwashers                                  ","5/1/2012",279.18,67,"200DB",5,"385","Furniture & Fixtures",1.67,3.33,"None","dishwasher"
"13661","dishwashers                                  ","4/1/2012",279.18,67,"200DB",5,"385","Furniture & Fixtures",1.75,3.25,"None","dishwasher"
"13662","dishwashers                                  ","3/1/2012",266.76,64.02,"200DB",5,"385","Furniture & Fixtures",1.84,3.16,"None","dishwasher"
"13663","dishwashers                                  ","2/1/2012",250.75,60.18,"200DB",5,"385","Furniture & Fixtures",1.92,3.08,"None","dishwasher"
"13664","office/clubroom furniture                    ","3/1/2012",1846.76,565.34,"200DB",7,"385","Furniture & Fixtures",1.84,5.16,"None","furniture"
"13665","office/clubroom furniture                    ","2/1/2012",3123.54,956.19,"200DB",7,"385","Furniture & Fixtures",1.92,5.08,"None","furniture"
"13666","range/ventahood                              ","11/1/2012",694.48,166.67,"200DB",5,"385","Furniture & Fixtures",1.16,3.84,"None","range"
"13667","range/ventahood                              ","10/1/2012",478.05,114.73,"200DB",5,"385","Furniture & Fixtures",1.25,3.75,"None","range"
"13668","range/ventahood                              ","8/1/2012",957.43,229.78,"200DB",5,"385","Furniture & Fixtures",1.42,3.58,"None","range"
"13669","range/ventahood                              ","7/1/2012",582.12,139.71,"200DB",5,"385","Furniture & Fixtures",1.5,3.5,"None","range"
"13670","range/ventahood                              ","6/1/2012",90.93,21.82,"200DB",5,"385","Furniture & Fixtures",1.58,3.42,"repair below $200","range"
"13671","range/ventahood                              ","5/1/2012",157.64,37.84,"200DB",5,"385","Furniture & Fixtures",1.67,3.33,"repair below $200","range"
"13672","range/ventahood                              ","4/1/2012",210.69,50.56,"200DB",5,"385","Furniture & Fixtures",1.75,3.25,"None","range"
"13673","range/ventahood                              ","3/1/2012",391.81,94.03,"200DB",5,"385","Furniture & Fixtures",1.84,3.16,"None","range"
"13674","range/ventahood                              ","1/1/2012",243.54,58.45,"200DB",5,"385","Furniture & Fixtures",2,3,"None","range"
"13675","refrigerator/icemaker                        ","11/28/2012",566.3,135.91,"200DB",5,"385","Furniture & Fixtures",1.09,3.91,"None","refrigerator"
"13676","refrigerator/icemaker                        ","11/1/2012",495.36,118.88,"200DB",5,"385","Furniture & Fixtures",1.16,3.84,"None","refrigerator"
"13677","refrigerator/icemaker                        ","10/1/2012",517.32,124.16,"200DB",5,"385","Furniture & Fixtures",1.25,3.75,"None","refrigerator"
"13678","refrigerator/icemaker                        ","7/1/2012",485.19,116.44,"200DB",5,"385","Furniture & Fixtures",1.5,3.5,"None","refrigerator"
"13679","refrigerator/icemaker                        ","6/1/2012",1164.24,279.42,"200DB",5,"385","Furniture & Fixtures",1.58,3.42,"None","refrigerator"
"13680","refrigerator/icemaker                        ","5/1/2012",1219.6,292.7,"200DB",5,"385","Furniture & Fixtures",1.67,3.33,"None","refrigerator"
"13681","refrigerator/icemaker                        ","4/1/2012",1925.64,462.16,"200DB",5,"385","Furniture & Fixtures",1.75,3.25,"None","refrigerator"
"13682","refrigerator/icemaker                        ","3/1/2012",1246.66,299.2,"200DB",5,"385","Furniture & Fixtures",1.84,3.16,"None","refrigerator"
"13683","refrigerator/icemaker                        ","2/1/2012",1100.52,264.13,"200DB",5,"385","Furniture & Fixtures",1.92,3.08,"None","refrigerator"
"13684","refrigerator/icemaker                        ","1/1/2012",1134.89,272.37,"200DB",5,"385","Furniture & Fixtures",2,3,"None","refrigerator"
"13685","compactor pads/enclosures                    ","11/1/2012",16840,7199.1,"150DB",15,"385","Land Improvements",1.16,13.84,"None","None"
"13686","landscaping-aux                              ","8/1/2012",18097.5,7736.68,"150DB",15,"385","Land Improvements",1.42,13.58,"None","landscaping"
"13687","parking lot                                  ","11/1/2012",1250,534.37,"150DB",15,"385","Land Improvements",1.16,13.84,"None","parking lot"
"13688","signs                                        ","1/1/2012",7053.86,1692.92,"200DB",5,"385","Land Improvements",2,3,"None","signs"
"13689","#sd008-2008 exterior lighting                ","12/17/2008",1640,459.99,"150DB",15,"390","Capital Improvements",5.04,9.96,"None","lighting"
"13691","390_ landscape/liftstation                   ","8/13/2008",600,168.28,"150DB",15,"390","Capital Improvements",5.39,9.61,"None","landscaping"
"13692","390_ retaining wall tie replacement          ","8/15/2008",6110,1713.75,"150DB",15,"390","Capital Improvements",5.38,9.62,"None","None"
"13695","390_1 condensing un                          ","7/17/2008",717.12,574.77,"S/L",27.5,"390","Capital Improvements",5.46,22.04,"None","condenser"
"13696","390_10% retainer sd003-2008                  ","7/1/2008",9463.27,7584.95,"S/L",27.5,"390","Capital Improvements",5.5,22,"None","None"
"13697","390_100% less retain sd003-2008              ","7/1/2008",21292.35,17066.13,"S/L",27.5,"390","Capital Improvements",5.5,22,"None","None"
"13698","390_25% dwn material/supplies                ","1/31/2008",17109.09,13402.11,"S/L",27.5,"390","Capital Improvements",5.92,21.58,"None","supplies"
"13699","390_250 watt metal halide wall fixture       ","12/1/2008",1194.75,975.69,"S/L",27.5,"390","Capital Improvements",5.08,22.42,"None","None"
"13700","390_50% contrct sd003-2008                   ","6/17/2008",42584.72,34003.23,"S/L",27.5,"390","Capital Improvements",5.54,21.96,"None","None"
"13701","390_a/c unit                                 ","8/14/2008",549,441.71,"S/L",27.5,"390","Capital Improvements",5.38,22.12,"None","hvac"
"13702","390_a/c unit                                 ","9/3/2008",675.25,545.34,"S/L",27.5,"390","Capital Improvements",5.33,22.17,"None","hvac"
